"sampleID","location","rep_number","plot_number","Corrected_pedigree","Observed","Simpson","Shannon"
"GAH2-2-360","GAH2",2,360,"CGR01/CG44",29,0.931488,2.98974289302091
"GAH2-2-376","GAH2",2,376,"CG44/CGR01",48,0.969639111111111,3.62728816152811
"GAH2-2-379","GAH2",2,379,"F42/OH43",11,0.842630222222222,2.04362600411013
"GAH2-2-383","GAH2",2,383,"2369/LH123HT",17,0.884168888888889,2.40095440943371
"GAH2-2-386","GAH2",2,386,"PHW65_MOG_0424/PHT69",23,0.929930666666667,2.83429170055438
"GAH2-2-398","GAH2",2,398,"Unknown5",40,0.954457777777778,3.31399530286889
"GAH2-2-410","GAH2",2,410,"F42/OH43",28,0.934863111111111,2.97187475356362
"GAH2-2-412","GAH2",2,412,"B37/OH43",35,0.958904,3.35753659297906
"GAH2-2-433","GAH2",2,433,"MO44_PHW65_0260/PHT69",23,0.926921777777778,2.83908403272612
"GAH2-2-437","GAH2",2,437,"Unknown6",16,0.876307555555556,2.40271454507042
