"","V1","V2"
"DEH1-1-106",-0.0398060860947427,-0.115568282847536
"DEH1-1-112",-0.191711256106979,0.0999189233921318
"DEH1-1-116",-0.0867655840003264,0.0219624859589026
"DEH1-1-173",-0.14283546602134,-0.0457440246254062
"DEH1-1-187",-0.0735016304495391,-0.0187962641584734
"DEH1-1-190",0.004181739506409,-0.0154383851652609
"DEH1-1-302",-0.0873794049722132,0.0188439131400165
"DEH1-1-304",-0.0873717513866469,0.0635060178464384
"DEH1-1-31",-0.156510386205568,-0.0221853327558085
"DEH1-1-331",-0.0124674305710856,-0.0186729924803805
"DEH1-1-345",-0.0657767276447495,0.0529436017320907
"DEH1-1-363",-0.116228475496629,-0.081225341359413
"DEH1-1-369",0.124836501447483,0.0296425038088716
"DEH1-1-399",-0.154340076916247,-0.0428121251261568
"DEH1-1-40",-0.12397736480539,-0.0744956342962256
"DEH1-1-414",0.175190271114341,0.0230617013813213
"DEH1-1-422",0.131483675354338,0.0227724268008739
"DEH1-1-439",-0.116650604887041,0.132340135865059
"DEH1-1-500",0.0593369642494105,-0.0172526964571287
"DEH1-1-6",0.143108990086428,0.0503515401811018
"DEH1-1-75",-0.195274638833255,0.00190933861197513
"DEH1-1-91",-0.072676735725637,-0.0674422522696736
"DEH1-2-505",-0.125346830570722,-0.0323153045756343
"DEH1-2-514",-0.122342113233784,0.188424505187187
"DEH1-2-522",0.0547691803912547,0.10704167803411
"DEH1-2-530",-0.124604142487008,0.0708257350472942
"DEH1-2-580",-0.0694183044129348,0.0919181936230637
"DEH1-2-585",-0.113353037248838,-0.102458913811875
"DEH1-2-610",0.0293277448386528,-0.114465913818495
"DEH1-2-614",0.0169176255664667,-0.0544900620797056
"DEH1-2-637",-0.199711916018015,-0.0104068966098427
"DEH1-2-655",-0.0916954861819981,0.041862911954954
"DEH1-2-689",0.0056734005391039,-0.0447309438813932
"DEH1-2-713",0.0536602360419091,0.117229468241325
"DEH1-2-719",0.0637834380907011,-0.0182315229992208
"DEH1-2-720",-0.0567752208402279,0.0731217952545266
"DEH1-2-751",-0.0818194425943578,0.0153121336649147
"DEH1-2-756",0.0692597484975145,0.00734480385674475
"DEH1-2-780",0.192869863981748,0.0239996983967719
"DEH1-2-791",-0.18913689218066,0.0107644620792712
"DEH1-2-809",0.140860368810843,-0.0112065244480205
"DEH1-2-827",-0.134678550580989,-0.0100724241358387
"DEH1-2-839",-0.0881183672238597,-0.0439036544382625
"DEH1-2-846",-0.000738738789477881,-0.0477350294052399
"DEH1-2-860",0.0687652569203788,-0.0267598425950382
"DEH1-2-866",-0.0983018653654593,-0.0784159840822083
"DEH1-2-900",-0.177414887455,0.0238538268474209
"DEH1-2-902",-0.198079846199028,-0.0413856331589828
"DEH1-2-917",-0.18065890750092,0.0697586768405097
"DEH1-2-923",-0.192110503049598,-0.0721908555873065
"DEH1-2-937",0.0700095457571734,0.0306447850963855
"DEH1-2-968",0.252252992318988,-0.0156202342152129
"DEH1-2-985",0.0223683556812842,-0.0182644198861382
"DEH1-2-987",0.150281935500684,-0.0183765542982654
"GAH2-1-106",-0.186262885896653,0.00597189745543994
"GAH2-1-108",-0.199083115154578,0.0482096577792019
"GAH2-1-132",-0.164942848692419,0.0147319789223445
"GAH2-1-135",-0.0736196401635738,-0.100338521673156
"GAH2-1-170",-0.180280680380812,0.00686158899527306
"GAH2-1-184",-0.104011568868056,-0.110537446584608
"GAH2-1-191",-0.137037645302691,-0.00470141976410939
"GAH2-1-206",-0.0926566283708892,-0.0980130282399296
"GAH2-1-217",-0.188474232773652,-0.0298706088357931
"GAH2-1-220",-0.202457719864376,-0.0472988304847409
