"","V1","V2"
"DEH1-1-106",0.0583711915097656,-0.0990802058741059
"DEH1-1-112",-0.205466310892066,0.203722880758508
"DEH1-1-116",-0.102232999680529,-0.0214090958676623
"DEH1-1-173",-0.0416955357919569,-0.120304377547243
"DEH1-1-187",0.0291630292181222,-0.0468348756958598
"DEH1-1-190",-0.0323940774902436,0.152041671180002
"DEH1-1-302",-0.103847439678642,0.0650251002627633
"DEH1-1-304",-0.0844508218935524,-0.0545864406279772
"DEH1-1-31",-0.0663053863764072,-0.0890089752489082
"DEH1-1-331",0.165746383949661,0.014378660188838
"DEH1-1-345",-0.0556729794411191,0.189707938164578
"DEH1-1-363",0.0373404218086149,-0.0875846298424344
"DEH1-1-369",-0.0548202118626829,0.294059003816724
"DEH1-1-399",-0.156145203739695,0.0318370076614143
"DEH1-1-40",-0.0227017508086395,-0.128851279567775
"DEH1-1-414",0.098296118122481,0.0602125231303007
"DEH1-1-422",0.101881873576421,0.174281364078348
"DEH1-1-439",-0.102898952762866,0.18578971458136
"DEH1-1-500",0.116721914469393,-0.137069655756205
"DEH1-1-6",0.138799805175381,0.170706457675288
"DEH1-1-75",-0.136715534887227,-0.0600116121017116
"DEH1-1-91",0.0633353928606934,-0.0584283152352172
"DEH1-2-505",-0.231261017408572,0.0531562857409512
"DEH1-2-514",-0.262483980032581,0.290376284681715
"DEH1-2-522",0.0251866742752478,0.0681135004490495
"DEH1-2-530",-0.102542840072391,-0.012199327100261
"DEH1-2-580",0.0065920393978405,-2.25817855340264e-05
"DEH1-2-585",-0.0436627708025093,-0.204448748254397
"DEH1-2-610",0.067950889583184,-0.160280696703356
"DEH1-2-614",0.0315471978761072,-0.052302577179939
"DEH1-2-637",-0.169007387301039,-0.120673453779636
"DEH1-2-655",-0.0314179326379882,0.146256163268087
"DEH1-2-689",0.079797819842695,0.131830376918381
"DEH1-2-713",0.0385611717652875,0.192421698244968
"DEH1-2-719",0.134880144328276,0.0871613933264522
"DEH1-2-720",-0.250940825440071,0.162117551529643
"DEH1-2-751",-0.00296011542020525,-0.0111371090485649
"DEH1-2-756",-0.0503574046236673,0.237067269958828
"DEH1-2-780",0.2513883550994,0.00319262807813065
"DEH1-2-791",-0.132895359669032,-0.00551814806947344
"DEH1-2-809",0.0540100975497479,0.122029857677869
"DEH1-2-827",-0.260294733988312,-0.00693896307784012
"DEH1-2-839",-0.207190950624557,-0.14125373619041
"DEH1-2-846",0.0585010482265785,-0.0236573956948452
"DEH1-2-860",-0.0947338943696077,0.0203624426045671
"DEH1-2-866",0.117695578856859,-0.152026348394407
"DEH1-2-900",-0.0437122277334415,-0.0421837853374511
"DEH1-2-902",-0.282524399863167,0.0442517335690098
"DEH1-2-917",-0.185352920734595,-0.0098053640908054
"DEH1-2-923",-0.223403680521954,-0.0715167927512534
"DEH1-2-937",0.0997458983517233,0.10704907943645
"DEH1-2-968",0.318694388893431,-0.0183084659394353
"DEH1-2-985",0.0483713629883576,-0.0266910641123847
"DEH1-2-987",0.189730843159304,-0.0881542909817655
"GAH2-1-106",-0.256741105057932,-0.115853944265798
"GAH2-1-108",-0.306201161164259,0.127454845723578
"GAH2-1-132",-0.201243813670503,-0.192097762962356
"GAH2-1-135",-0.159619551341877,-0.191228951987921
"GAH2-1-170",-0.332874738947674,-0.00750872318753538
"GAH2-1-184",-0.166165819942165,-0.255066429601484
"GAH2-1-191",-0.224196448426204,-0.203133109485696
"GAH2-1-206",-0.128143812065859,-0.267549877266164
"GAH2-1-217",-0.27610234426548,-0.118385932442559
"GAH2-1-220",-0.24436060767681,-0.201283141394955
"GAH2-1-226",-0.193180827893146,0.026380246931346
"GAH2-1-242",-0.121771454933832,-0.208381147581273
"GAH2-1-245",-0.0527204602775657,-0.254866043588757
"GAH2-1-38",-0.142488664958551,0.00485541816651854
"GAH2-1-46",-0.156878241412346,-0.129445201004207
"GAH2-1-49",-0.207760567470668,-0.0240387859461259
"GAH2-1-50",-0.193775914453013,-0.217599760635817
"GAH2-1-52",-0.124793035570473,-0.118337695900209
"GAH2-1-6",-0.252330080828723,0.216707538469552
"GAH2-1-73",-0.257167473377402,0.139493015079242
"GAH2-1-83",-0.26605439791492,-0.102138468309339
"GAH2-1-86",-0.212500569901701,-0.191405169409645
"GAH2-1-98",-0.184470335709977,-0.0164940750122761
"GAH2-2-268",-0.0128107343470262,-0.223970311613548
"GAH2-2-282",-0.283924936915106,0.147530753504429
"GAH2-2-284",-0.113433121772748,-0.145907594643854
"GAH2-2-293",-0.161081111793378,-0.19027526221149
"GAH2-2-299",-0.253553135943383,-0.197684590322694
"GAH2-2-353",-0.299159806997832,-0.0864347185660517
"GAH2-2-360",-0.0417415176670747,-0.0697741001260882
"GAH2-2-376",-0.172640322723758,-0.22003023743522
"GAH2-2-379",-0.19395870693566,0.220499729872405
"GAH2-2-383",-0.209533256401158,-0.0169396196584925
"GAH2-2-386",-0.268674514423473,0.0277167517006152
"GAH2-2-398",-0.23431372884274,-0.107364337983926
"GAH2-2-410",-0.320647556332942,0.0163148130059579
"GAH2-2-412",-0.197000728252494,-0.171045466081852
"GAH2-2-433",-0.204796150540219,0.0162458918038426
"GAH2-2-437",-0.170531542280231,-0.101670790415469
"GAH2-2-441",-0.169661996694212,0.0797987793820236
"GAH2-2-458",-0.226721699563162,-0.173013237582635
"GAH2-2-461",-0.220979048766342,0.0180132544436673
"GAH2-2-472",-0.237615030201619,-0.114009449894425
"GAH2-2-487",-0.210121110456394,-0.174278606734637
"GAH2-2-494",-0.159172146194771,-0.0661887973657836
"IAH2-1-148",0.175553081013609,-0.0561720520177096
"IAH2-1-160",0.219989816621266,0.0576866073826206
"IAH2-1-207",0.0472478929685539,0.115962938918631
"IAH2-1-230",0.248293061375346,-0.0328300523011501
"IAH2-1-238",0.287389057036806,-0.104538044894073
"IAH2-1-27",0.073787031680075,-0.102222084081592
"IAH2-1-321",0.201599032966529,0.0520795232340568
"IAH2-1-345",0.219701290330656,0.094284226362303
"IAH2-1-349",0.079069253556179,0.0688080265604846
"IAH2-1-378",0.126761681884656,-0.225209400108718
"IAH2-1-379",0.130042702818145,-0.0754761515684977
"IAH2-1-424",-0.251447079961584,-0.0373991310627514
"IAH2-1-431",0.0823774743446189,-0.11366476715492
"IAH2-1-44",0.117495655392369,-0.0221056680984675
"IAH2-1-452",0.118336848910013,0.0175318060115962
"IAH2-1-5",0.205182392685147,-0.113882482415584
"IAH2-1-85",0.303493063230761,-0.0510118337509774
"IAH2-2-542",0.254414203645561,-0.0934938636078447
"IAH2-2-562",0.18594417799126,-0.0048991157195189
"IAH2-2-570",-0.00255130094580439,0.00886951734096831
"IAH2-2-605",0.201228536606174,-0.0309843070779204
"IAH2-2-625",0.228767870112587,0.049141733302714
"IAH2-2-633",-0.0269047128291179,-0.107743598906963
"IAH2-2-638",0.192720142886656,-0.0261778887932556
"IAH2-2-640",0.140079903834553,-0.11654818797165
"IAH2-2-693",0.190994158410759,-0.0010566842332977
"IAH2-2-710",0.0724541145173473,0.111168696332552
"IAH2-2-739",-0.092723321233902,0.0252570448677168
"IAH2-2-742",0.153167773705793,-0.0485726860202382
"IAH2-2-777",0.262305632963724,0.0147492291619791
"IAH2-2-788",0.16716235982017,0.052034087916726
"IAH2-2-804",0.0979444522986937,-0.165043968144045
"IAH2-2-843",0.0422008519696989,0.0230021692315741
"IAH2-2-871",0.239510196122393,-0.0675912634913888
"IAH2-2-907",0.0416668506879543,-0.163462317747137
"IAH2-2-921",0.0624407369061067,-0.0321111382705766
"IAH4-1-125",-0.00438825815801121,-0.232188386409094
"IAH4-1-176",-0.155333372735241,-0.0196046474037132
"IAH4-1-249",-0.140006527540341,0.205686071406967
"IAH4-1-337",-0.101030124460913,-0.0896881534495514
"IAH4-1-353",-0.152865539177521,-0.113522790800107
"IAH4-1-356",0.00352279527632449,-0.0309098906571193
"IAH4-1-366",-0.0825136855621753,-0.10580005692359
"IAH4-1-369",0.137823129032838,0.0962652600287261
"IAH4-1-459",-0.183763119622832,0.104728819225331
"IAH4-1-462",-0.0456125616381921,-0.0146269968631255
"IAH4-1-49",-0.0456948011924119,-0.0145594010172288
"IAH4-1-513",0.0259116808859636,0.168427980859143
"IAH4-1-543",0.0486478814636464,-0.031445857407244
"IAH4-1-57",-0.190144190651938,-0.0948048504707082
"IAH4-1-582",-0.176656422919463,0.0884634258668806
"IAH4-1-588",-0.155057637572988,-0.173197656045374
"IAH4-1-663",0.0487400049830645,0.0149365690565756
"IAH4-1-716",-0.0704240995226716,-0.107587907558986
"IAH4-1-723",-0.174662585203035,0.0139559219875031
"IAH4-1-752",-0.0120028924096005,-0.193471319870334
"IAH4-1-755",-0.10511204542478,-0.109787341690941
"IAH4-1-764",-0.0977334472306171,-0.152571454616842
"IAH4-1-787",-0.135862371615284,0.156736951235942
"IAH4-1-82",-0.0496604273760019,-0.133249212859992
"IAH4-2-1016",0.0391920253417843,-0.103533419338588
"IAH4-2-1032",0.266379850857152,-0.019231498025844
"IAH4-2-1044",0.137020806701425,-0.190370714855708
"IAH4-2-1061",0.165232677897858,0.0970877497107537
"IAH4-2-1067",0.074278425999283,-0.0959773153660133
"IAH4-2-1068",0.00410924409394419,-0.248284389424064
"IAH4-2-1082",-0.0156765318222032,-0.141748180529223
"IAH4-2-1088",0.112815918943062,0.0489929881886499
"IAH4-2-1153",0.136529342369192,-0.103963510983673
"IAH4-2-1174",0.166848581446099,0.0353186776395229
"IAH4-2-1187",0.0186618415732705,-0.159141491466009
"IAH4-2-1218",-0.163977366143073,-0.110467141024666
"IAH4-2-1220",0.0127308757284444,-0.0106210797146031
"IAH4-2-1290",0.140606460080655,-0.0440020621379801
"IAH4-2-1336",-0.0220138070426799,-0.0904548580677637
"IAH4-2-1378",0.182631485411984,-0.0625539464085452
"IAH4-2-1390",-0.28066701638245,-0.138313805387005
"IAH4-2-1401",0.0553540997477677,-0.20569378358913
"IAH4-2-1405",-0.0465179924642251,-0.108655120127943
"IAH4-2-1409",0.0736540199051404,0.00449556986533327
"IAH4-2-1414",0.121677161541131,-0.212713264848393
"IAH4-2-1444",0.0591604860160219,-0.00397988863016
"IAH4-2-1460",-0.0134286025437243,0.0730535804033419
"IAH4-2-1494",-0.084761804277009,-0.127810077348333
"IAH4-2-1498",-0.0409720611878715,-0.0851832830029247
"IAH4-2-1516",0.149447141507064,0.165129468020587
"IAH4-2-1526",0.0839249887171476,-0.137220913297361
"IAH4-2-1534",-0.227591720958675,0.100616925767086
"IAH4-2-1536",0.0544677958247438,-0.0968569395817581
"IAH4-2-1570",0.00734697771891675,0.0169636871443801
"IAH4-2-802",-0.0888049264500334,-0.192430181131485
"IAH4-2-821",-0.164497781623145,0.0146411257194552
"IAH4-2-848",-0.0552701553160245,-0.107525400935604
"IAH4-2-854",0.0983243726644749,0.0201982490191342
"IAH4-2-941",0.140150492919766,-0.0376752009721149
"IAH4-2-942",0.0121466917886102,0.142857610080479
"INH1-1-102",-0.0521411830115692,0.0224487792181632
"INH1-1-127",-0.0619721573084067,0.269670677451031
"INH1-1-145",-0.0929834195929354,-0.195352224788409
"INH1-1-17",0.00144403758853028,0.0897620315425299
"INH1-1-172",-0.139996278788425,0.0431606553403606
"INH1-1-206",-0.307175744644873,0.0879573611043938
"INH1-1-26",-0.0343848177386505,0.21982226632146
"INH1-1-55",-0.0311703049349995,0.128829032722607
"INH1-1-58",0.0192134963276138,0.231116226285151
"INH1-1-6",0.132515695396957,0.136826872367282
"INH1-1-66",0.0859270146111019,0.213956530686308
"INH1-1-97",-0.149915550487963,0.0695637604377719
"INH1-2-260",-0.158384308803407,0.163195307638776
"INH1-2-265",-0.119505886129548,-0.0847150604566794
"INH1-2-301",-0.00649378301045116,0.208612070354639
"INH1-2-306",-0.0525357315753329,0.243650036379133
"INH1-2-319",-0.269946366866512,0.0987640179980901
"INH1-2-395",0.14804285982721,0.11698381720044
"INH1-2-428",0.0213193078071294,0.134981793620108
"INH1-2-430",0.0183947130129325,0.173003886507344
"INH1-2-445",-0.100230352424631,0.14755488883867
"INH1-2-449",-0.237416898245643,0.229799583576923
"MIH1-1-144",-0.280543731149102,-0.0274759542048111
"MIH1-1-178",-0.275918378808367,-0.128723643665221
"MIH1-1-212",-0.275224487216396,0.232736415664484
"MIH1-1-217",-0.150797055037409,0.155661446456063
"MIH1-1-28",-0.148641265224579,-0.0476196514746928
"MIH1-1-6",-0.137187861644783,-0.108511655099009
"MIH1-1-8",-0.128762317737178,0.228548084731047
"MIH1-2-296",-0.153615466873376,0.0183480595348916
"MIH1-2-367",-0.247304766158718,0.0716679883992253
"MIH1-2-429",-0.244764248305248,0.272469201712579
"MIH1-2-454",-0.252644709663839,0.279183218103335
"MIH1-2-471",-0.138543406123813,-0.0107528966154019
"MIH1-2-474",-0.246726833741058,0.072940902092332
"MNH1-1-140",-0.050782924237259,-0.107874740473929
"MNH1-1-175",0.0394533282652202,-0.0535899958746757
"MNH1-1-185",0.102560387550593,-0.175810315254132
"MNH1-1-189",-0.049747451744877,-0.13217121131305
"MNH1-1-221",0.104635877240405,-0.158847346929247
"MNH1-1-24",0.0103769525426107,-0.162101848224716
"MNH1-1-259",-0.0309052901995989,0.00540799827139441
"MNH1-1-274",-0.0979488316918091,-0.146330598572492
"MNH1-1-286",0.00325983605003883,-0.184328569760536
"MNH1-1-345",0.0610784408232789,-0.184103055860163
"MNH1-1-347",-0.0948938668848621,-0.237490844078562
"MNH1-1-353",0.0108218999520895,-0.293099008475368
"MNH1-1-376",0.12035164455771,-0.0723072706672874
"MNH1-1-460",0.042197983614793,-0.107926421423024
"MNH1-1-475",-0.0915747947690497,-0.276374704200811
"MNH1-1-476",-0.108070691456519,-0.298770848573553
"MNH1-1-491",0.122400878769524,-0.054051021349665
"MNH1-1-514",-0.067201976010907,-0.277585945665745
"MNH1-1-54",0.0807637826359748,0.0133392415956361
"MNH1-1-542",0.0988314123222639,0.0149187078256433
"MNH1-1-552",0.0259490976014545,-0.172431626762988
"MNH1-1-573",-0.140008604135785,-0.309911274430635
