SampleID	location	pedigree	rep_number	plot_number	Batch	Month	day	year
MNH1-1-632	MNH1	F42_H95	1	632	3166	8	2	2019
MNH1-1-635	MNH1	B37_OH43	1	635	3166	8	2	2019
MNH1-1-642	MNH1	CG119_CG108	1	642	3166	8	2	2019
MNH1-1-695	MNH1	F42_OH43	1	695	3166	8	2	2019
MNH1-1-699	MNH1	B37_MO17	1	699	3166	8	2	2019
MNH1-1-701	MNH1	B73_MO17	1	701	3166	8	2	2019
MNH1-1-74	MNH1	CG44_CGR01	1	74	3166	8	2	2019
MNH1-1-758	MNH1	B73_PHM49	1	758	3166	8	2	2019
MNH1-1-769	MNH1	PHW52_PHM49	1	769	3166	8	2	2019
MNH1-1-799	MNH1	B37_H95	1	799	3167	8	2	2019
MNH1-1-85	MNH1	LH74_PHN82	1	85	3166	8	2	2019
MNH1-1-86	MNH1	B37_H95	1	86	3166	8	2	2019
MNH1-1-94	MNH1	F42_OH43	1	94	3166	8	2	2019
MNH1-2-1017	MNH1	B37_OH43	2	1017	3167	8	2	2019
MNH1-2-1039	MNH1	B73_PHN82	2	1039	3166	8	2	2019
MNH1-2-1059	MNH1	B73_PHM49	2	1059	3167	8	2	2019
MNH1-2-1074	MNH1	B14A_H95	2	1074	3167	8	2	2019
MNH1-2-1136	MNH1	LH74_PHN82	2	1136	3166	8	2	2019
MNH1-2-1139	MNH1	F42_H95	2	1139	3167	8	2	2019
MNH1-2-1143	MNH1	B37_MO17	2	1143	3166	8	2	2019
MNH1-2-1147	MNH1	2369_LH123HT	2	1147	3167	8	2	2019
MNH1-2-1157	MNH1	B73_MO17	2	1157	3166	8	2	2019
MNH1-2-1187	MNH1	B14A_OH43	2	1187	3166	8	2	2019
MNH1-2-1276	MNH1	CG119_CG108	2	1276	3166	8	2	2019
MNH1-2-1298	MNH1	B14A_OH43	2	1298	3166	8	2	2019
MNH1-2-1305	MNH1	B37_H95	2	1305	3167	8	2	2019
MNH1-2-1307	MNH1	F42_OH43	2	1307	3166	8	2	2019
MNH1-2-1319	MNH1	B73_PHN82	2	1319	3166	8	2	2019
MNH1-2-1323	MNH1	LH74_PHN82	2	1323	3166	8	2	2019
MNH1-2-1343	MNH1	F42_MO17	2	1343	3166	8	2	2019
MNH1-2-1393	MNH1	B14A_H95	2	1393	3167	8	2	2019
MNH1-2-1413	MNH1	B73_PHM49	2	1413	3166	8	2	2019
MNH1-2-1427	MNH1	B37_MO17	2	1427	3166	8	2	2019
MNH1-2-1459	MNH1	B14A_MO17	2	1459	3167	8	2	2019
MNH1-2-1464	MNH1	F42_H95	2	1464	3167	8	2	2019
MNH1-2-1465	MNH1	PHG39_PHN82	2	1465	3167	8	2	2019
MNH1-2-1479	MNH1	2369_LH123HT	2	1479	3166	8	2	2019
MNH1-2-1489	MNH1	B73_MO17	2	1489	3166	8	2	2019
MNH1-2-1518	MNH1	CG44_CGR01	2	1518	3167	8	2	2019
MNH1-2-1521	MNH1	PHW52_PHM49	2	1521	3166	8	2	2019
MNH1-2-1535	MNH1	PHW52_PHN82	2	1535	3167	8	2	2019
MNH1-2-1590	MNH1	B37_OH43	2	1590	3167	8	2	2019
MNH1-2-821	MNH1	PHW52_PHM49	2	821	3167	8	2	2019
MNH1-2-847	MNH1	B37_H95	2	847	3166	8	2	2019
MNH1-2-856	MNH1	F42_OH43	2	856	3166	8	2	2019
MNH1-2-892	MNH1	PHW52_PHN82	2	892	3166	8	2	2019
MNH1-2-909	MNH1	PHG39_PHN82	2	909	3166	8	2	2019
MNH1-2-919	MNH1	F42_MO17	2	919	3166	8	2	2019
MNH1-2-959	MNH1	CG119_CG108	2	959	3166	8	2	2019
MNH1-2-992	MNH1	B14A_MO17	2	992	3167	8	2	2019
MOH1-1-118	MOH1	F42_MO17	1	118	3168	7	22	2019
MOH1-1-149	MOH1	B73_PHN82	1	149	3168	7	22	2019
MOH1-1-180	MOH1	PHW52_PHN82	1	180	3168	7	22	2019
MOH1-1-186	MOH1	B73_PHM49	1	186	3168	7	22	2019
MOH1-1-206	MOH1	B37_H95	1	206	3168	7	22	2019
MOH1-1-20	MOH1	LH74_PHN82	1	20	3168	7	22	2019
MOH1-1-259	MOH1	PHG39_PHN82	1	259	3168	7	22	2019
MOH1-1-268	MOH1	CG44_CGR01	1	268	3168	7	22	2019
MOH1-1-277	MOH1	CG119_CG108	1	277	3168	7	22	2019
MOH1-1-285	MOH1	2369_LH123HT	1	285	3168	7	22	2019
MOH1-1-303	MOH1	F42_OH43	1	303	3168	7	22	2019
MOH1-1-31	MOH1	B14A_OH43	1	31	3168	7	22	2019
MOH1-1-344	MOH1	B14A_H95	1	344	3168	7	22	2019
MOH1-1-357	MOH1	F42_H95	1	357	3168	7	22	2019
MOH1-1-367	MOH1	B73_MO17	1	367	3168	7	22	2019
MOH1-1-4	MOH1	B14A_MO17	1	4	3168	7	22	2019
MOH1-1-58	MOH1	B37_MO17	1	58	3168	7	22	2019
MOH1-1-91	MOH1	B37_OH43	1	91	3168	7	22	2019
MOH1-1-98	MOH1	PHW52_PHM49	1	98	3168	7	22	2019
MOH1-2-1005	MOH1	2369_LH123HT	2	1005	3167	7	22	2019
MOH1-2-1014	MOH1	F42_MO17	2	1014	3167	7	22	2019
MOH1-2-1021	MOH1	B73_PHM49	2	1021	3167	7	22	2019
MOH1-2-1037	MOH1	CG44_CGR01	2	1037	3167	7	22	2019
MOH1-2-1038	MOH1	PHG39_PHN82	2	1038	3167	7	22	2019
MOH1-2-1080	MOH1	LH74_PHN82	2	1080	3167	7	22	2019
MOH1-2-1115	MOH1	B73_PHN82	2	1115	3168	7	22	2019
MOH1-2-1154	MOH1	F42_H95	2	1154	3167	7	22	2019
MOH1-2-1188	MOH1	B14A_H95	2	1188	3167	7	22	2019
MOH1-2-1197	MOH1	F42_OH43	2	1197	3168	7	22	2019
MOH1-2-803	MOH1	B37_MO17	2	803	3168	7	22	2019
MOH1-2-805	MOH1	B14A_OH43	2	805	3167	7	22	2019
MOH1-2-823	MOH1	CG119_CG108	2	823	3167	7	22	2019
MOH1-2-829	MOH1	B37_H95	2	829	3167	7	22	2019
MOH1-2-886	MOH1	B14A_MO17	2	886	3167	7	22	2019
MOH1-2-897	MOH1	B37_OH43	2	897	3167	7	22	2019
MOH1-2-909	MOH1	PHW52_PHN82	2	909	3167	7	22	2019
MOH1-2-996	MOH1	PHW52_PHM49	2	996	3168	7	22	2019
NCH1-1-105	NCH1	PHW52_PHN82	1	105	3165	7	2	2019
NCH1-1-109	NCH1	B37_OH43	1	109	3165	7	2	2019
NCH1-1-138	NCH1	TX714_TX779	1	138	3165	7	2	2019
NCH1-1-150	NCH1	B73_MO17	1	150	3165	7	2	2019
NCH1-1-155	NCH1	PHW52_PHM49	1	155	3165	7	2	2019
NCH1-1-159	NCH1	B73_PHN82	1	159	3165	7	2	2019
NCH1-1-171	NCH1	F42_MO17	1	171	3165	7	2	2019
NCH1-1-181	NCH1	TX779_LH195	1	181	3165	7	2	2019
NCH1-1-18	NCH1	F42_H95	1	18	3165	7	2	2019
NCH1-1-198	NCH1	B73_TX779	1	198	3165	7	2	2019
NCH1-1-200	NCH1	LH74_PHN82	1	200	3165	7	2	2019
NCH1-1-204	NCH1	CG44_CGR01	1	204	3165	7	2	2019
NCH1-1-219	NCH1	B73_PHM49	1	219	3165	7	2	2019
NCH1-1-230	NCH1	B37_MO17	1	230	3165	7	2	2019
NCH1-1-240	NCH1	TX777_LH195	1	240	3165	7	2	2019
NCH1-1-249	NCH1	B37_H95	1	249	3165	7	2	2019
NCH1-1-250	NCH1	2369_LH123HT	1	250	3165	7	2	2019
NCH1-1-268	NCH1	PHW52_PHM49	1	268	3165	7	2	2019
NCH1-1-276	NCH1	F42_H95	1	276	3165	7	2	2019
NCH1-1-278	NCH1	B14A_OH43	1	278	3165	7	2	2019
NCH1-1-282	NCH1	TX777_LH195	1	282	3165	7	2	2019
NCH1-1-288	NCH1	2369_LH123HT	1	288	3165	7	2	2019
NCH1-1-298	NCH1	CG119_CG108	1	298	3165	7	2	2019
NCH1-1-2	NCH1	B14A_OH43	1	2	3165	7	2	2019
NCH1-1-319	NCH1	B14A_H95	1	319	3165	7	2	2019
NCH1-1-332	NCH1	TX714_TX779	1	332	3165	7	2	2019
NCH1-1-358	NCH1	PHW52_PHN82	1	358	3165	7	2	2019
NCH1-1-370	NCH1	B37_OH43	1	370	3165	7	2	2019
NCH1-1-382	NCH1	B73_PHN82	1	382	3165	7	2	2019
NCH1-1-384	NCH1	B73_TX779	1	384	3165	7	2	2019
NCH1-1-388	NCH1	LH74_PHN82	1	388	3165	7	2	2019
NCH1-1-395	NCH1	B73_MO17	1	395	3165	7	2	2019
NCH1-1-408	NCH1	CG44_CGR01	1	408	3165	7	2	2019
NCH1-1-40	NCH1	LH132_TX779	1	40	3165	7	2	2019
NCH1-1-420	NCH1	TX779_LH195	1	420	3165	7	2	2019
NCH1-1-428	NCH1	B73_PHM49	1	428	3165	7	2	2019
NCH1-1-437	NCH1	PHG39_PHN82	1	437	3165	7	2	2019
NCH1-1-43	NCH1	PHG39_PHN82	1	43	3165	7	2	2019
NCH1-1-448	NCH1	LH132_TX779	1	448	3165	7	2	2019
NCH1-1-450	NCH1	B37_MO17	1	450	3165	7	2	2019
NCH1-1-453	NCH1	TX110_87916	1	453	3165	7	2	2019
NCH1-1-456	NCH1	B14A_MO17	1	456	3165	7	2	2019
NCH1-1-457	NCH1	B37_H95	1	457	3165	7	2	2019
NCH1-1-45	NCH1	B14A_H95	1	45	3165	7	2	2019
NCH1-1-472	NCH1	F42_OH43	1	472	3165	7	2	2019
NCH1-1-487	NCH1	F42_MO17	1	487	3165	7	2	2019
NCH1-1-50	NCH1	B14A_MO17	1	50	3165	7	2	2019
NCH1-1-91	NCH1	TX110_87916	1	91	3165	7	2	2019
NCH1-1-96	NCH1	CG119_CG108	1	96	3165	7	2	2019
NCH1-1-98	NCH1	F42_OH43	1	98	3165	7	2	2019
NCH1-2-848	NCH1	B73_PHN82	2	848	3165	7	2	2019
NCH1-2-859	NCH1	PHW52_PHM49	2	859	3165	7	2	2019
NCH1-2-862	NCH1	B14A_MO17	2	862	3165	7	2	2019
NCH1-2-874	NCH1	F42_H95	2	874	3165	7	2	2019
NCH1-2-896	NCH1	B73_MO17	2	896	3165	7	2	2019
NCH1-2-898	NCH1	LH74_PHN82	2	898	3165	7	2	2019
NCH1-2-906	NCH1	B14A_H95	2	906	3165	7	2	2019
NCH1-2-920	NCH1	B73_PHM49	2	920	3165	7	2	2019
NCH1-2-953	NCH1	B73_TX779	2	953	3165	7	2	2019
NCH1-2-961	NCH1	B37_MO17	2	961	3165	7	2	2019
NCH1-2-968	NCH1	B37_H95	2	968	3165	7	2	2019
NCH1-2-975	NCH1	B14A_OH43	2	975	3165	7	2	2019
NCH1-2-989	NCH1	CG119_CG108	2	989	3165	7	2	2019
NEH1-1-123	NEH1	PHW52_PHN82	1	123	3166	7	17	2019
NEH1-1-125	NEH1	LH74_PHN82	1	125	3166	7	17	2019
NEH1-1-135	NEH1	B37_MO17	1	135	3166	7	17	2019
NEH1-1-145	NEH1	CG119_CG108	1	145	3166	7	17	2019
NEH1-1-149	NEH1	B37_OH43	1	149	3166	7	17	2019
NEH1-1-150	NEH1	PHW52_PHM49	1	150	3166	7	17	2019
NEH1-1-16	NEH1	B14A_H95	1	16	3166	7	17	2019
NEH1-1-184	NEH1	B37_H95	1	184	3166	7	17	2019
NEH1-1-198	NEH1	B73_MO17	1	198	3166	7	17	2019
NEH1-1-28	NEH1	2369_LH123HT	1	28	3166	7	17	2019
NEH1-1-35	NEH1	F42_H95	1	35	3166	7	17	2019
NEH1-1-53	NEH1	B14A_OH43	1	53	3166	7	17	2019
NEH1-1-55	NEH1	B14A_MO17	1	55	3166	7	17	2019
NEH1-1-72	NEH1	B73_PHM49	1	72	3166	7	17	2019
NEH1-1-76	NEH1	PHG39_PHN82	1	76	3166	7	17	2019
NEH1-1-79	NEH1	F42_MO17	1	79	3166	7	17	2019
NEH1-1-85	NEH1	CG44_CGR01	1	85	3166	7	17	2019
NEH1-1-89	NEH1	B73_PHN82	1	89	3166	7	17	2019
NEH1-2-210	NEH1	B37_OH43	2	210	3166	7	17	2019
NEH1-2-220	NEH1	CG44_CGR01	2	220	3166	7	17	2019
NEH1-2-231	NEH1	B73_MO17	2	231	3166	7	17	2019
NEH1-2-233	NEH1	CG119_CG108	2	233	3166	7	17	2019
NEH1-2-248	NEH1	LH74_PHN82	2	248	3166	7	17	2019
NEH1-2-254	NEH1	PHG39_PHN82	2	254	3166	7	17	2019
NEH1-2-268	NEH1	PHW52_PHN82	2	268	3166	7	17	2019
NEH1-2-279	NEH1	2369_LH123HT	2	279	3166	7	17	2019
NEH1-2-288	NEH1	PHW52_PHM49	2	288	3166	7	17	2019
NEH1-2-300	NEH1	F42_H95	2	300	3166	7	17	2019
NEH1-2-314	NEH1	B37_MO17	2	314	3166	7	17	2019
NEH1-2-325	NEH1	F42_MO17	2	325	3166	7	17	2019
NEH1-2-346	NEH1	B73_PHN82	2	346	3166	7	17	2019
NEH1-2-347	NEH1	B14A_H95	2	347	3166	7	17	2019
NEH1-2-355	NEH1	F42_OH43	2	355	3166	7	17	2019
NEH1-2-359	NEH1	B73_PHM49	2	359	3166	7	17	2019
NEH1-2-365	NEH1	B14A_MO17	2	365	3166	7	17	2019
NEH1-2-372	NEH1	B37_H95	2	372	3166	7	17	2019
NEH1-2-381	NEH1	B14A_OH43	2	381	3166	7	17	2019
NEH2-1-105	NEH2	B14A_MO17	1	105	3166	7	17	2019
NEH2-1-106	NEH2	2369_LH123HT	1	106	3166	7	17	2019
NEH2-1-120	NEH2	B73_PHN82	1	120	3166	7	17	2019
NEH2-1-136	NEH2	PHW52_PHM49	1	136	3166	7	17	2019
NEH2-1-140-1	NEH2	F42_OH43	1	140	3166	7	17	2019
NEH2-1-167-1	NEH2	F42_H95	1	167	3166	7	17	2019
NEH2-1-16	NEH2	PHW52_PHN82	1	16	3167	7	17	2019
NEH2-1-174-1	NEH2	CG119_CG108	1	174	3166	7	17	2019
NEH2-1-183-1	NEH2	B73_PHM49	1	183	3166	7	17	2019
NEH2-1-18	NEH2	B37_MO17	1	18	3166	7	17	2019
NEH2-1-198-1	NEH2	B14A_H95	1	198	3166	7	17	2019
NEH2-1-27	NEH2	B37_H95	1	27	3166	7	17	2019
NEH2-1-2	NEH2	B14A_OH43	1	2	3166	7	17	2019
NEH2-1-34	NEH2	NA	NA	NA	3166	7	17	2019
NEH2-1-35	NEH2	F42_MO17	1	35	3166	7	17	2019
NEH2-1-42	NEH2	CG44_CGR01	1	42	3166	7	17	2019
NEH2-1-48	NEH2	B37_OH43	1	48	3166	7	17	2019
NEH2-1-89	NEH2	LH74_PHN82	1	89	3166	7	17	2019
NEH2-1-93	NEH2	PHG39_PHN82	1	93	3166	7	17	2019
NEH2-2-231	NEH2	B73_PHN82	2	231	3167	7	17	2019
NEH2-2-243	NEH2	B73_MO17	2	243	3167	7	17	2019
NEH2-2-251	NEH2	2369_LH123HT	2	251	3167	7	17	2019
NEH2-2-258	NEH2	B37_OH43	2	258	3167	7	17	2019
NEH2-2-261	NEH2	B14A_OH43	2	261	3167	7	17	2019
NEH2-2-262	NEH2	CG44_CGR01	2	262	3167	7	17	2019
NEH2-2-263	NEH2	F42_MO17	2	263	3167	7	17	2019
NEH2-2-266	NEH2	F42_H95	2	266	3167	7	17	2019
NEH2-2-281	NEH2	B37_MO17	2	281	3167	7	17	2019
NEH2-2-290	NEH2	CG119_CG108	2	290	3167	7	17	2019
NEH2-2-303	NEH2	PHW52_PHM49	2	303	3167	7	17	2019
NEH2-2-320	NEH2	PHW52_PHN82	2	320	3167	7	17	2019
NEH2-2-331	NEH2	PHG39_PHN82	2	331	3167	7	17	2019
NEH2-2-345	NEH2	LH74_PHN82	2	345	3167	7	17	2019
NEH2-2-360	NEH2	B37_H95	2	360	3167	7	17	2019
NEH2-2-368	NEH2	B73_PHM49	2	368	3167	7	17	2019
NEH2-2-369	NEH2	F42_OH43	2	369	3167	7	17	2019
NEH2-2-392	NEH2	B14A_H95	2	392	3167	7	17	2019
NYH2-1-101	NYH2	B37_MO17	1	101	3167	8	2	2019
NYH2-1-107	NYH2	PHG39_PHN82	1	107	3167	8	2	2019
NYH2-1-115	NYH2	B37_OH43	1	115	3167	8	2	2019
NYH2-1-120	NYH2	PHW52_PHM49	1	120	3167	8	2	2019
NYH2-1-127	NYH2	F42_MO17	1	127	3167	8	2	2019
NYH2-1-148	NYH2	B14A_MO17	1	148	3167	8	2	2019
NYH2-1-174	NYH2	B73_PHN82	1	174	3167	8	2	2019
NYH2-1-178	NYH2	PHW52_PHN82	1	178	3167	8	2	2019
NYH2-1-215	NYH2	B73_MO17	1	215	3167	8	2	2019
NYH2-1-254	NYH2	2369_LH123HT	1	254	3167	8	2	2019
NYH2-1-270	NYH2	CG44_CGR01	1	270	3167	8	2	2019
NYH2-1-27	NYH2	F42_H95	1	27	3167	8	2	2019
NYH2-1-293	NYH2	CG119_CG108	1	293	3167	8	2	2019
NYH2-1-296	NYH2	B37_H95	1	296	3167	8	2	2019
NYH2-1-319	NYH2	LH74_PHN82	1	319	3167	8	2	2019
NYH2-1-334	NYH2	B73_PHM49	1	334	3167	8	2	2019
NYH2-1-35	NYH2	F42_OH43	1	35	3167	8	2	2019
NYH2-1-361	NYH2	B14A_H95	1	361	3167	8	2	2019
NYH2-1-383	NYH2	B14A_OH43	1	383	3167	8	2	2019
NYH2-2-411	NYH2	B73_PHN82	2	411	3167	8	2	2019
NYH2-2-416	NYH2	B37_H95	2	416	3167	8	2	2019
NYH2-2-429	NYH2	B14A_H95	2	429	3167	8	2	2019
NYH2-2-450	NYH2	2369_LH123HT	2	450	3167	8	2	2019
NYH2-2-479	NYH2	B73_MO17	2	479	3167	8	2	2019
NYH2-2-488	NYH2	F42_MO17	2	488	3167	8	2	2019
NYH2-2-520	NYH2	PHW52_PHM49	2	520	3167	8	2	2019
NYH2-2-539	NYH2	B37_MO17	2	539	3167	8	2	2019
NYH2-2-600	NYH2	PHG39_PHN82	2	600	3167	8	2	2019
NYH2-2-602	NYH2	B73_PHM49	2	602	3167	8	2	2019
NYH2-2-622	NYH2	F42_H95	2	622	3167	8	2	2019
NYH2-2-657	NYH2	LH74_PHN82	2	657	3167	8	2	2019
NYH2-2-689	NYH2	B14A_OH43	2	689	3167	8	2	2019
NYH2-2-690	NYH2	F42_OH43	2	690	3167	8	2	2019
NYH2-2-702	NYH2	B14A_MO17	2	702	3167	8	2	2019
NYH2-2-705	NYH2	PHW52_PHN82	2	705	3167	8	2	2019
NYH2-2-713	NYH2	B37_OH43	2	713	3167	8	2	2019
NYH2-2-716	NYH2	CG44_CGR01	2	716	3167	8	2	2019
NYH2-2-793	NYH2	CG119_CG108	2	793	3167	8	2	2019
NYH3-1-107	NYH3	LH74_PHN82	1	107	3167	8	7	2019
NYH3-1-12	NYH3	CG44_CGR01	1	12	3167	8	7	2019
NYH3-1-185	NYH3	PHW52_PHN82	1	185	3167	8	7	2019
NYH3-1-192	NYH3	B14A_OH43	1	192	3167	8	7	2019
NYH3-1-202	NYH3	B73_MO17	1	202	3167	8	7	2019
NYH3-1-218	NYH3	PHG39_PHN82	1	218	3167	8	7	2019
NYH3-1-293	NYH3	F42_OH43	1	293	3167	8	7	2019
NYH3-1-339	NYH3	B37_OH43	1	339	3167	8	7	2019
NYH3-1-349	NYH3	F42_H95	1	349	3167	8	7	2019
NYH3-1-377	NYH3	CG119_CG108	1	377	3167	8	7	2019
NYH3-1-379	NYH3	B14A_MO17	1	379	3167	8	7	2019
NYH3-1-388	NYH3	B14A_H95	1	388	3167	8	7	2019
NYH3-1-389	NYH3	B37_MO17	1	389	3167	8	7	2019
NYH3-1-400	NYH3	2369_LH123HT	1	400	3167	8	7	2019
NYH3-1-40	NYH3	B73_PHN82	1	40	3167	8	7	2019
NYH3-1-4	NYH3	B37_H95	1	4	3167	8	7	2019
NYH3-1-60	NYH3	PHW52_PHM49	1	60	3167	8	7	2019
NYH3-1-88	NYH3	B73_PHM49	1	88	3167	8	7	2019
NYH3-1-8	NYH3	F42_MO17	1	8	3167	8	7	2019
NYH3-2-411	NYH3	B14A_H95	2	411	3167	8	7	2019
NYH3-2-440	NYH3	B73_PHN82	2	440	3167	8	7	2019
NYH3-2-449	NYH3	F42_MO17	2	449	3167	8	7	2019
NYH3-2-495	NYH3	F42_OH43	2	495	3167	8	7	2019
NYH3-2-521	NYH3	B14A_MO17	2	521	3167	8	7	2019
NYH3-2-541	NYH3	LH74_PHN82	2	541	3167	8	7	2019
NYH3-2-565	NYH3	PHW52_PHN82	2	565	3167	8	7	2019
NYH3-2-607	NYH3	B37_MO17	2	607	3167	8	7	2019
NYH3-2-616	NYH3	CG119_CG108	2	616	3167	8	7	2019
NYH3-2-641	NYH3	B73_MO17	2	641	3167	8	7	2019
NYH3-2-650	NYH3	B73_PHM49	2	650	3167	8	7	2019
NYH3-2-654	NYH3	B37_OH43	2	654	3167	8	7	2019
NYH3-2-694	NYH3	PHW52_PHM49	2	694	3167	8	7	2019
NYH3-2-698	NYH3	2369_LH123HT	2	698	3167	8	7	2019
NYH3-2-705	NYH3	B14A_OH43	2	705	3167	8	7	2019
NYH3-2-743	NYH3	B37_H95	2	743	3167	8	7	2019
NYH3-2-754	NYH3	PHG39_PHN82	2	754	3167	8	7	2019
NYH3-2-773	NYH3	CG44_CGR01	2	773	3167	8	7	2019
OHH1-1-118	OHH1	F42_OH43	1	118	3167	8	6	2019
OHH1-1-120	OHH1	PHW52_PHN82	1	120	3167	8	6	2019
OHH1-1-127	OHH1	B37_MO17	1	127	3167	8	6	2019
OHH1-1-12	OHH1	B14A_OH43	1	12	3167	8	6	2019
OHH1-1-142	OHH1	F42_H95	1	142	3167	8	6	2019
OHH1-1-147	OHH1	2369_LH123HT	1	147	3167	8	6	2019
OHH1-1-171	OHH1	F42_MO17	1	171	3167	8	6	2019
OHH1-1-181	OHH1	LH74_PHN82	1	181	3167	8	6	2019
OHH1-1-196	OHH1	B73_MO17	1	196	3167	8	6	2019
OHH1-1-19	OHH1	B37_H95	1	19	3167	8	6	2019
OHH1-1-1	OHH1	B73_PHN82	1	1	3167	8	6	2019
OHH1-1-204	OHH1	PHG39_PHN82	1	204	3167	8	6	2019
OHH1-1-221	OHH1	B73_PHM49	1	221	3167	8	6	2019
OHH1-1-226	OHH1	B37_OH43	1	226	3167	8	6	2019
OHH1-1-64	OHH1	CG44_CGR01	1	64	3167	8	6	2019
OHH1-1-76	OHH1	B14A_MO17	1	76	3167	8	6	2019
OHH1-1-78	OHH1	B14A_H95	1	78	3167	8	6	2019
OHH1-1-9	OHH1	CG119_CG108	1	9	3167	8	6	2019
OHH1-2-252	OHH1	B37_OH43	2	252	3167	8	6	2019
OHH1-2-258	OHH1	F42_MO17	2	258	3167	8	6	2019
OHH1-2-294	OHH1	B14A_OH43	2	294	3167	8	6	2019
OHH1-2-308	OHH1	B73_PHN82	2	308	3167	8	6	2019
OHH1-2-343	OHH1	F42_H95	2	343	3167	8	6	2019
OHH1-2-365	OHH1	B14A_MO17	2	365	3167	8	6	2019
OHH1-2-370	OHH1	CG44_CGR01	2	370	3167	8	6	2019
OHH1-2-376	OHH1	B37_H95	2	376	3167	8	6	2019
OHH1-2-378	OHH1	B73_MO17	2	378	3167	8	6	2019
OHH1-2-389	OHH1	PHW52_PHN82	2	389	3167	8	6	2019
OHH1-2-406	OHH1	PHW52_PHM49	2	406	3167	8	6	2019
OHH1-2-408	OHH1	LH74_PHN82	2	408	3167	8	6	2019
OHH1-2-413	OHH1	F42_OH43	2	413	3167	8	6	2019
OHH1-2-419	OHH1	CG119_CG108	2	419	3167	8	6	2019
OHH1-2-435	OHH1	2369_LH123HT	2	435	3167	8	6	2019
OHH1-2-446	OHH1	B14A_H95	2	446	3167	8	6	2019
OHH1-2-455	OHH1	B37_MO17	2	455	3167	8	6	2019
OHH1-2-456	OHH1	B73_PHM49	2	456	3167	8	6	2019
OHH1-2-481	OHH1	PHG39_PHN82	2	481	3167	8	6	2019
SCH1-1-107	SCH1	CG44_CGR01	1	107	3166	7	3	2019
SCH1-1-110	SCH1	B14A_MO17	1	110	3165	7	3	2019
SCH1-1-115	SCH1	F42_MO17	1	115	3166	7	3	2019
SCH1-1-13	SCH1	B37_H95	1	13	3166	7	3	2019
SCH1-1-156	SCH1	B14A_H95	1	156	3166	7	3	2019
SCH1-1-157	SCH1	LH74_PHN82	1	157	3166	7	3	2019
SCH1-1-162	SCH1	B14A_OH43	1	162	3166	7	3	2019
SCH1-1-170	SCH1	2369_LH123HT	1	170	3165	7	3	2019
SCH1-1-188	SCH1	B73_MO17	1	188	3166	7	3	2019
SCH1-1-207	SCH1	PHW52_PHN82	1	207	3166	7	3	2019
SCH1-1-211	SCH1	F42_OH43	1	211	3166	7	3	2019
SCH1-1-23	SCH1	B37_OH43	1	23	3166	7	3	2019
SCH1-1-250	SCH1	F42_H95	1	250	3165	7	3	2019
SCH1-1-52	SCH1	PHW52_PHM49	1	52	3166	7	3	2019
SCH1-1-54	SCH1	CG119_CG108	1	54	3165	7	3	2019
SCH1-1-73	SCH1	B73_PHN82	1	73	3166	7	3	2019
SCH1-1-78	SCH1	B37_MO17	1	78	3165	7	3	2019
SCH1-1-90	SCH1	B73_PHM49	1	90	3166	7	3	2019
SCH1-1-96	SCH1	PHG39_PHN82	1	96	3165	7	3	2019
SCH1-2-272	SCH1	CG44_CGR01	2	272	3165	7	3	2019
SCH1-2-287	SCH1	B14A_OH43	2	287	3165	7	3	2019
SCH1-2-293	SCH1	PHW52_PHM49	2	293	3166	7	3	2019
SCH1-2-298	SCH1	F42_MO17	2	298	3165	7	3	2019
SCH1-2-300	SCH1	B14A_H95	2	300	3165	7	3	2019
SCH1-2-305	SCH1	B73_MO17	2	305	3165	7	3	2019
SCH1-2-328	SCH1	B14A_MO17	2	328	3165	7	3	2019
SCH1-2-344	SCH1	B37_OH43	2	344	3165	7	3	2019
SCH1-2-345	SCH1	B73_PHN82	2	345	3166	7	3	2019
SCH1-2-373	SCH1	PHG39_PHN82	2	373	3165	7	3	2019
SCH1-2-396	SCH1	B37_H95	2	396	3165	7	3	2019
SCH1-2-418	SCH1	B37_MO17	2	418	3166	7	3	2019
SCH1-2-431	SCH1	CG119_CG108	2	431	3165	7	3	2019
SCH1-2-459	SCH1	F42_H95	2	459	3166	7	3	2019
SCH1-2-460	SCH1	B73_PHM49	2	460	3165	7	3	2019
SCH1-2-464	SCH1	F42_OH43	2	464	3166	7	3	2019
SCH1-2-471	SCH1	PHW52_PHN82	2	471	3165	7	3	2019
SCH1-2-480	SCH1	2369_LH123HT	2	480	3165	7	3	2019
SCH1-2-486	SCH1	LH74_PHN82	2	486	3166	7	3	2019
TXH1-1-101	TXH1	B37_H95	1	101	3165	5	28	2019
TXH1-1-123	TXH1	B73_TX779	1	123	3165	5	28	2019
TXH1-1-124	TXH1	F42_H95	1	124	3165	5	28	2019
TXH1-1-131	TXH1	TX779_LH195	1	131	3165	5	28	2019
TXH1-1-134	TXH1	PHG39_PHN82	1	134	3165	5	28	2019
TXH1-1-169	TXH1	B37_OH43	1	169	3165	5	28	2019
TXH1-1-16	TXH1	TX110_87916	1	16	3165	5	28	2019
TXH1-1-195	TXH1	B14A_OH43	1	195	3165	5	28	2019
TXH1-1-205	TXH1	F42_OH43	1	205	3165	5	28	2019
TXH1-1-214	TXH1	B73_PHM49	1	214	3165	5	28	2019
TXH1-1-224	TXH1	PHW52_PHN82	1	224	3165	5	28	2019
TXH1-1-225	TXH1	TX714_TX779	1	225	3165	5	28	2019
