"taxon_level","location","prevalence","is_core","taxon_name"
"Phylum","NYH2",1,TRUE,"d__Bacteria; p__Proteobacteria"
"Phylum","NYH3",1,TRUE,"d__Bacteria; p__Proteobacteria"
"Phylum","OHH1",1,TRUE,"d__Bacteria; p__Proteobacteria"
"Phylum","SCH1",1,TRUE,"d__Bacteria; p__Proteobacteria"
"Phylum","DEH1",0.5,FALSE,"d__Bacteria; p__Verrucomicrobiota"
"Phylum","GAH2",0.289,FALSE,"d__Bacteria; p__Verrucomicrobiota"
"Phylum","IAH2",0.889,TRUE,"d__Bacteria; p__Verrucomicrobiota"
"Phylum","IAH4",0.533,FALSE,"d__Bacteria; p__Verrucomicrobiota"
"Phylum","INH1",0.136,FALSE,"d__Bacteria; p__Verrucomicrobiota"
"Phylum","MIH1",0.077,FALSE,"d__Bacteria; p__Verrucomicrobiota"
"Phylum","MNH1",0.723,TRUE,"d__Bacteria; p__Verrucomicrobiota"
"Phylum","MOH1",0.464,FALSE,"d__Bacteria; p__Verrucomicrobiota"
"Phylum","NCH1",0.708,TRUE,"d__Bacteria; p__Verrucomicrobiota"
"Phylum","NEH1",0.688,TRUE,"d__Bacteria; p__Verrucomicrobiota"
"Phylum","NEH2",0.5,FALSE,"d__Bacteria; p__Verrucomicrobiota"
"Phylum","NYH2",0.6,TRUE,"d__Bacteria; p__Verrucomicrobiota"
"Phylum","NYH3",0.167,FALSE,"d__Bacteria; p__Verrucomicrobiota"
"Phylum","OHH1",0.333,FALSE,"d__Bacteria; p__Verrucomicrobiota"
"Phylum","SCH1",0.5,FALSE,"d__Bacteria; p__Verrucomicrobiota"
"Class","DEH1",0.222,FALSE,"d__Archaea; p__Crenarchaeota; c__Nitrososphaeria"
"Class","GAH2",0.022,FALSE,"d__Archaea; p__Crenarchaeota; c__Nitrososphaeria"
"Class","IAH2",0.667,TRUE,"d__Archaea; p__Crenarchaeota; c__Nitrososphaeria"
"Class","IAH4",0.35,FALSE,"d__Archaea; p__Crenarchaeota; c__Nitrososphaeria"
"Class","INH1",0.091,FALSE,"d__Archaea; p__Crenarchaeota; c__Nitrososphaeria"
"Class","MIH1",0,FALSE,"d__Archaea; p__Crenarchaeota; c__Nitrososphaeria"
"Class","MNH1",0.354,FALSE,"d__Archaea; p__Crenarchaeota; c__Nitrososphaeria"
"Class","MOH1",0.071,FALSE,"d__Archaea; p__Crenarchaeota; c__Nitrososphaeria"
"Class","NCH1",0.646,TRUE,"d__Archaea; p__Crenarchaeota; c__Nitrososphaeria"
"Class","NEH1",0.344,FALSE,"d__Archaea; p__Crenarchaeota; c__Nitrososphaeria"
"Class","NEH2",0.438,FALSE,"d__Archaea; p__Crenarchaeota; c__Nitrososphaeria"
"Class","NYH2",0.267,FALSE,"d__Archaea; p__Crenarchaeota; c__Nitrososphaeria"
"Class","NYH3",0.25,FALSE,"d__Archaea; p__Crenarchaeota; c__Nitrososphaeria"
"Class","OHH1",0.111,FALSE,"d__Archaea; p__Crenarchaeota; c__Nitrososphaeria"
"Class","SCH1",0.395,FALSE,"d__Archaea; p__Crenarchaeota; c__Nitrososphaeria"
"Class","DEH1",0.296,FALSE,"d__Bacteria; p__Acidobacteriota; c__Blastocatellia"
"Class","GAH2",0.267,FALSE,"d__Bacteria; p__Acidobacteriota; c__Blastocatellia"
"Class","IAH2",0.5,FALSE,"d__Bacteria; p__Acidobacteriota; c__Blastocatellia"
"Class","IAH4",0.317,FALSE,"d__Bacteria; p__Acidobacteriota; c__Blastocatellia"
"Class","INH1",0.227,FALSE,"d__Bacteria; p__Acidobacteriota; c__Blastocatellia"
"Class","MIH1",0.077,FALSE,"d__Bacteria; p__Acidobacteriota; c__Blastocatellia"
"Class","MNH1",0.323,FALSE,"d__Bacteria; p__Acidobacteriota; c__Blastocatellia"
"Class","MOH1",0.143,FALSE,"d__Bacteria; p__Acidobacteriota; c__Blastocatellia"
"Class","NCH1",0.625,TRUE,"d__Bacteria; p__Acidobacteriota; c__Blastocatellia"
"Class","NEH1",0.469,FALSE,"d__Bacteria; p__Acidobacteriota; c__Blastocatellia"
"Class","NEH2",0.562,FALSE,"d__Bacteria; p__Acidobacteriota; c__Blastocatellia"
"Class","NYH2",0.533,FALSE,"d__Bacteria; p__Acidobacteriota; c__Blastocatellia"
"Class","NYH3",0.167,FALSE,"d__Bacteria; p__Acidobacteriota; c__Blastocatellia"
"Class","OHH1",0.167,FALSE,"d__Bacteria; p__Acidobacteriota; c__Blastocatellia"
"Class","SCH1",0.211,FALSE,"d__Bacteria; p__Acidobacteriota; c__Blastocatellia"
"Class","DEH1",0.537,FALSE,"d__Bacteria; p__Acidobacteriota; c__Vicinamibacteria"
"Class","GAH2",0.089,FALSE,"d__Bacteria; p__Acidobacteriota; c__Vicinamibacteria"
"Class","IAH2",0.972,TRUE,"d__Bacteria; p__Acidobacteriota; c__Vicinamibacteria"
"Class","IAH4",0.7,TRUE,"d__Bacteria; p__Acidobacteriota; c__Vicinamibacteria"
"Class","INH1",0.682,TRUE,"d__Bacteria; p__Acidobacteriota; c__Vicinamibacteria"
"Class","MIH1",0.308,FALSE,"d__Bacteria; p__Acidobacteriota; c__Vicinamibacteria"
"Class","MNH1",0.846,TRUE,"d__Bacteria; p__Acidobacteriota; c__Vicinamibacteria"
"Class","MOH1",0.357,FALSE,"d__Bacteria; p__Acidobacteriota; c__Vicinamibacteria"
"Class","NCH1",0.917,TRUE,"d__Bacteria; p__Acidobacteriota; c__Vicinamibacteria"
"Class","NEH1",0.938,TRUE,"d__Bacteria; p__Acidobacteriota; c__Vicinamibacteria"
"Class","NEH2",1,TRUE,"d__Bacteria; p__Acidobacteriota; c__Vicinamibacteria"
