"level","taxon","term","SS","pval","herit"
"family","d__Bacteria;__;__;__;__","GXE",84561.7476867517,0.722252336848894,0.244816244747032
"family","d__Bacteria;p__Acidobacteriota;c__Vicinamibacteria;o__Vicinamibacterales;f__Vicinamibacteraceae","Environment",102472.703329028,3.24457337595472e-11,0.191791623043731
"family","d__Bacteria;p__Acidobacteriota;c__Vicinamibacteria;o__Vicinamibacterales;f__Vicinamibacteraceae","Maize Genotype",25308.7123927425,0.395009120348867,0.0473687027789775
"family","d__Bacteria;p__Acidobacteriota;c__Vicinamibacteria;o__Vicinamibacterales;f__Vicinamibacteraceae","GXE",124822.386155328,0.345149467732578,0.233622098912073
"family","d__Bacteria;p__Acidobacteriota;c__Vicinamibacteria;o__Vicinamibacterales;f__uncultured","Environment",394740.633702985,8.94113078736868e-24,0.316377326895328
"family","d__Bacteria;p__Acidobacteriota;c__Vicinamibacteria;o__Vicinamibacterales;f__uncultured","Maize Genotype",44142.1853028678,0.404251438328828,0.0353791461964052
"family","d__Bacteria;p__Acidobacteriota;c__Vicinamibacteria;o__Vicinamibacterales;f__uncultured","GXE",313554.378701149,0.00616411015687957,0.251308043054005
"family","d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Corynebacteriales;f__Mycobacteriaceae","Environment",28990.9841394451,0.0372847598738094,0.0598867522072385
"family","d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Corynebacteriales;f__Mycobacteriaceae","Maize Genotype",23689.3795575513,0.647171496125957,0.0489352136747935
"family","d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Corynebacteriales;f__Mycobacteriaceae","GXE",102274.894677662,0.945145669854685,0.211269519003636
"family","d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Frankiales;f__Geodermatophilaceae","Environment",17704.6849627694,1.22902268266492e-07,0.156635629189982
"family","d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Frankiales;f__Geodermatophilaceae","Maize Genotype",7382.39669686623,0.215678732381013,0.0653130148305564
"family","d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Frankiales;f__Geodermatophilaceae","GXE",18603.8457643572,0.991672016594304,0.164590620662344
"family","d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Kineosporiales;f__Kineosporiaceae","Environment",56319.1484575809,1.52513359717076e-07,0.150444018618355
"family","d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Kineosporiales;f__Kineosporiaceae","Maize Genotype",13400.8671251927,0.808640597340311,0.0357974216318823
"family","d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Kineosporiales;f__Kineosporiaceae","GXE",81622.1191267655,0.755210450513172,0.218035249926152
"family","d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Micromonosporales;f__Micromonosporaceae","Environment",19194.0704317524,5.96793410896167e-05,0.0997489068668694
"family","d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Micromonosporales;f__Micromonosporaceae","Maize Genotype",11103.6958501717,0.261176275984235,0.0577043586025695
"family","d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Micromonosporales;f__Micromonosporaceae","GXE",52796.9420623253,0.184686442959322,0.274378343840929
"family","d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Propionibacteriales;f__Nocardioidaceae","Environment",29030.8069820333,0.000222939468930449,0.0956231010913228
"family","d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Propionibacteriales;f__Nocardioidaceae","Maize Genotype",22010.0691385447,0.120652107448075,0.0724978491836142
"family","d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Propionibacteriales;f__Nocardioidaceae","GXE",69287.8600199028,0.694349553907024,0.228223764058126
"family","d__Bacteria;p__Actinobacteriota;c__Thermoleophilia;o__Solirubrobacterales;f__Solirubrobacteraceae","Environment",34067.9593760582,1.21167750496796e-11,0.225593141899444
"family","d__Bacteria;p__Actinobacteriota;c__Thermoleophilia;o__Solirubrobacterales;f__Solirubrobacteraceae","Maize Genotype",4024.28908565627,0.949723085059939,0.0266482652724673
"family","d__Bacteria;p__Actinobacteriota;c__Thermoleophilia;o__Solirubrobacterales;f__Solirubrobacteraceae","GXE",22573.7458759606,0.997220174326973,0.149480108285452
"family","d__Bacteria;p__Armatimonadota;c__Armatimonadia;o__Armatimonadales;f__Armatimonadales","Environment",20671.8558215181,6.68803331712784e-07,0.145504243623446
"family","d__Bacteria;p__Armatimonadota;c__Armatimonadia;o__Armatimonadales;f__Armatimonadales","Maize Genotype",4520.21394711964,0.903123676315454,0.0318167036898139
"family","d__Bacteria;p__Armatimonadota;c__Armatimonadia;o__Armatimonadales;f__Armatimonadales","GXE",28334.714189719,0.924778956780939,0.199441268943546
"family","d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Chitinophagaceae","Environment",48023.8228495571,3.82765328488613e-06,0.127631136358456
"family","d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Chitinophagaceae","Maize Genotype",30574.8781509592,0.0616015260980346,0.0812577219154936
"family","d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Chitinophagaceae","GXE",70074.7532458379,0.950509573745207,0.186235077845061
"family","d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Cytophagales;f__Cytophagaceae","Environment",114918.319747323,1.21946568103348e-22,0.279428717359377
"family","d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Cytophagales;f__Cytophagaceae","Maize Genotype",19334.0313548017,0.0885933189922877,0.0470115086501172
"family","d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Cytophagales;f__Cytophagaceae","GXE",124532.231000031,2.57103036330954e-05,0.302805346047108
"family","d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Cytophagales;f__Hymenobacteraceae","Environment",72913.4253958182,3.86932439898496e-06,0.13256266978368
"family","d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Cytophagales;f__Hymenobacteraceae","Maize Genotype",26375.5648099772,0.584299195211171,0.0479529698307603
"family","d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Cytophagales;f__Hymenobacteraceae","GXE",104957.384884184,0.95797410112859,0.190821252440551
"family","d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Cytophagales;f__Spirosomaceae","Environment",654736.924057886,1.36036333896747e-32,0.436350207036592
"family","d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Cytophagales;f__Spirosomaceae","Maize Genotype",42712.5009277951,0.584557269699334,0.0284657973883359
"family","d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Cytophagales;f__Spirosomaceae","GXE",242945.359520037,0.391519941967406,0.161911225760921
"family","d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae","Environment",9491.24071165684,0.0445817693570118,0.0571486886833711
"family","d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae","Maize Genotype",8048.73896149543,0.640959355210711,0.0484630925690564
"family","d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae","GXE",37370.1713532712,0.878185039643266,0.225013394306751
"family","d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Weeksellaceae","Environment",171756.032935785,2.17504702273592e-10,0.183497558361725
"family","d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Weeksellaceae","Maize Genotype",51815.5147930095,0.25618768617628,0.055357708764314
"family","d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Weeksellaceae","GXE",204785.502456623,0.55582087231063,0.218784976843979
"family","d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Sphingobacteriales;f__Sphingobacteriaceae","Environment",170340.466697595,1.03159175412942e-05,0.106447843356467
"family","d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Sphingobacteriales;f__Sphingobacteriaceae","Maize Genotype",93599.9066628796,0.195196310746397,0.0584917277485114
"family","d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Sphingobacteriales;f__Sphingobacteriaceae","GXE",477005.872366973,0.0429344047242947,0.298086810293747
"family","d__Bacteria;p__Chloroflexi;c__Anaerolineae;o__Anaerolineales;f__Anaerolineaceae","Environment",758233.146340508,2.1322251739959e-31,0.354882225421513
"family","d__Bacteria;p__Chloroflexi;c__Anaerolineae;o__Anaerolineales;f__Anaerolineaceae","Maize Genotype",151681.101554969,0.000386496286987771,0.0709925794381459
"family","d__Bacteria;p__Chloroflexi;c__Anaerolineae;o__Anaerolineales;f__Anaerolineaceae","GXE",546443.483024785,3.94384595409663e-05,0.25575653116572
"family","d__Bacteria;p__Chloroflexi;c__Chloroflexia;o__Chloroflexales;f__Roseiflexaceae","Environment",50083.5311881512,1.45635160037214e-13,0.220303115263976
"family","d__Bacteria;p__Chloroflexi;c__Chloroflexia;o__Chloroflexales;f__Roseiflexaceae","Maize Genotype",7804.68986303198,0.700979207035548,0.0343305962999249
"family","d__Bacteria;p__Chloroflexi;c__Chloroflexia;o__Chloroflexales;f__Roseiflexaceae","GXE",55048.872924546,0.190321423824874,0.242144232032851
"family","d__Bacteria;p__Deinococcota;c__Deinococci;o__Deinococcales;f__Deinococcaceae","Environment",258498.328602361,1.07144383244896e-19,0.329108002978677
"family","d__Bacteria;p__Deinococcota;c__Deinococci;o__Deinococcales;f__Deinococcaceae","Maize Genotype",18637.621364373,0.937430198159157,0.0237285493514232
"family","d__Bacteria;p__Deinococcota;c__Deinococci;o__Deinococcales;f__Deinococcaceae","GXE",107811.509776801,0.991260762684411,0.137260580649012
"family","d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae","Environment",34580.3922758219,2.50144501337042e-05,0.099249392990852
"family","d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae","Maize Genotype",16706.9939036008,0.389785078656631,0.0479508442358998
"family","d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae","GXE",112023.130820496,0.0128108217453092,0.321518265211895
"family","d__Bacteria;p__Firmicutes;c__Bacilli;o__Paenibacillales;f__Paenibacillaceae","Environment",63726.5842055627,1.75850708112992e-05,0.11827881328936
"family","d__Bacteria;p__Firmicutes;c__Bacilli;o__Paenibacillales;f__Paenibacillaceae","Maize Genotype",19986.8819360893,0.809531848605554,0.0370963657667507
"family","d__Bacteria;p__Firmicutes;c__Bacilli;o__Paenibacillales;f__Paenibacillaceae","GXE",122049.990064294,0.752820324965222,0.226529134846094
"family","d__Bacteria;p__Planctomycetota;c__Phycisphaerae;o__Tepidisphaerales;f__WD2101_soil_group","Environment",12129.1557034928,3.19184104472779e-05,0.0965168498849383
"family","d__Bacteria;p__Planctomycetota;c__Phycisphaerae;o__Tepidisphaerales;f__WD2101_soil_group","Maize Genotype",6021.01920551147,0.37819823033224,0.0479118102709602
"family","d__Bacteria;p__Planctomycetota;c__Phycisphaerae;o__Tepidisphaerales;f__WD2101_soil_group","GXE",41478.0646622434,0.00705422430098186,0.330058599162899
"family","d__Bacteria;p__Planctomycetota;c__Planctomycetes;o__Gemmatales;f__Gemmataceae","Environment",77112.7410023812,7.75924833834007e-09,0.161087677810609
"family","d__Bacteria;p__Planctomycetota;c__Planctomycetes;o__Gemmatales;f__Gemmataceae","Maize Genotype",34301.6814540454,0.0777540569406745,0.0716558397303082
"family","d__Bacteria;p__Planctomycetota;c__Planctomycetes;o__Gemmatales;f__Gemmataceae","GXE",102501.490718499,0.645987757148986,0.214124500015617
"family","d__Bacteria;p__Planctomycetota;c__Planctomycetes;o__Pirellulales;f__Pirellulaceae","Environment",107251.161888352,6.88916232799357e-09,0.17551065427372
"family","d__Bacteria;p__Planctomycetota;c__Planctomycetes;o__Pirellulales;f__Pirellulaceae","Maize Genotype",22491.3260757394,0.792493153345871,0.0368058236902452
"family","d__Bacteria;p__Planctomycetota;c__Planctomycetes;o__Pirellulales;f__Pirellulaceae","GXE",115021.339494054,0.938493086911353,0.188226124496966
"family","d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Acetobacterales;f__Acetobacteraceae","Environment",1229.88320454163,0.905991024615799,0.0139830450978236
"family","d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Acetobacterales;f__Acetobacteraceae","Maize Genotype",10993.9310898386,0.00306271008820003,0.12499449839131
"family","d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Acetobacterales;f__Acetobacteraceae","GXE",17566.154508095,0.960390475084927,0.199716794062225
"family","d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Azospirillales;f__Azospirillaceae","Environment",24108.0540403241,0.0241646270296992,0.0484719365360107
"family","d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Azospirillales;f__Azospirillaceae","Maize Genotype",38542.1318912625,0.0260600760062105,0.077493262951501
"family","d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Azospirillales;f__Azospirillaceae","GXE",179644.057569449,0.000827828859352391,0.361194451572613
"family","d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Caulobacterales;f__Caulobacteraceae","Environment",32418.4932935843,4.70159942352266e-06,0.118948388106238
"family","d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Caulobacterales;f__Caulobacteraceae","Maize Genotype",18953.126766412,0.111632139455,0.0695419080097738
"family","d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Caulobacterales;f__Caulobacteraceae","GXE",65579.4277845464,0.456042594220606,0.240620906013698
"family","d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Beijerinckiaceae","Environment",31309.2690365515,3.69154489865319e-09,0.171463804919823
"family","d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Beijerinckiaceae","Maize Genotype",12156.0011710174,0.139432166409238,0.0665717941533277
"family","d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Beijerinckiaceae","GXE",35099.5599717976,0.874047704695472,0.192221162900672
"family","d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae","Environment",102116.885808565,8.09036045168687e-07,0.111311618101879
"family","d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae","Maize Genotype",72822.9482754135,0.0123903468813657,0.0793800177443904
"family","d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae","GXE",300416.23599521,0.0016958567374602,0.327466090137057
"family","d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Xanthobacteraceae","Environment",117347.681421177,2.15952694257005e-09,0.145153902630144
"family","d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Xanthobacteraceae","Maize Genotype",45012.9158718748,0.13169106418502,0.0556789902317223
"family","d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Xanthobacteraceae","GXE",265059.853688303,0.00106624654840135,0.327867340261645
"family","d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae","Environment",234177.669839756,1.29060354245306e-08,0.156239747437645
"family","d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae","Maize Genotype",68185.4411487824,0.489339637905173,0.0454922799056801
"family","d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae","GXE",373607.179256542,0.294918895155697,0.24926497632279
"family","d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Comamonadaceae","Environment",942756.657227902,2.11595695205199e-26,0.362726324671897
"family","d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Comamonadaceae","Maize Genotype",113848.771383977,0.196034701560845,0.0438033994201094
"family","d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Comamonadaceae","GXE",496305.956638005,0.213620117743537,0.190954085748296
"family","d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Methylophilaceae","Environment",23448.555343849,2.8070829070451e-08,0.170318995784054
"family","d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Methylophilaceae","Maize Genotype",4497.34931719936,0.888885985609436,0.0326665761776418
"family","d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Methylophilaceae","GXE",24297.5870199652,0.981277387213997,0.176485952355341
"family","d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Nitrosomonadaceae","Environment",14133.5018411347,0.00444649745916808,0.072446532993659
"family","d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Nitrosomonadaceae","Maize Genotype",17337.1033573501,0.0353619467445513,0.0888677869441518
"family","d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Nitrosomonadaceae","GXE",44299.3190782472,0.729263248513986,0.227072675779352
"family","d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Oxalobacteraceae","Environment",67202.8853981588,0.000135729631871778,0.0981910505383327
"family","d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Oxalobacteraceae","Maize Genotype",44806.1395895603,0.187274680168092,0.0654668604004113
"family","d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Oxalobacteraceae","GXE",164826.796079375,0.550154922799729,0.240830675171349
"family","d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae","Environment",457421.671272917,9.95267968414952e-09,0.159111346333495
"family","d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae","Maize Genotype",178873.676656981,0.167385273384103,0.0622201205231785
"family","d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae","GXE",650163.660208665,0.522793417382178,0.226155474936369
"family","d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Erwiniaceae","Environment",235056.02935464,3.9140506548359e-10,0.152666542979174
"family","d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Erwiniaceae","Maize Genotype",114589.337352035,0.015136353775532,0.0744246299226627
"family","d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Erwiniaceae","GXE",478873.988218344,0.00202583096277548,0.311023871647398
"family","d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Moraxellaceae","Environment",110921.274465018,0.00127534704130545,0.0722430828279302
"family","d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Moraxellaceae","Maize Genotype",71369.9718266258,0.431087911583977,0.0464832991774186
"family","d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Moraxellaceae","GXE",533664.672430677,0.00376345962219826,0.347576074280581
"family","d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae","Environment",488218.114647184,3.57974016784162e-18,0.264871084944715
"family","d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae","Maize Genotype",63419.4018354063,0.575767699022749,0.0344066827238235
"family","d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae","GXE",466477.721216083,0.0339278957340026,0.253076353404731
"family","d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Xanthomonadaceae","Environment",39664.8056581991,5.90473972938417e-10,0.133877353221171
"family","d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Xanthomonadaceae","Maize Genotype",9918.09230791907,0.511716519513535,0.0334757204820184
"family","d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Xanthomonadaceae","GXE",124680.142059394,2.81069364983887e-08,0.420822619477549
"family","d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Chthoniobacterales;f__Chthoniobacteraceae","Environment",36055.2546624119,1.74101522783084e-05,0.0988601003481851
"family","d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Chthoniobacterales;f__Chthoniobacteraceae","Maize Genotype",20594.0829210956,0.19164744329123,0.056467028820652
"family","d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Chthoniobacterales;f__Chthoniobacteraceae","GXE",119771.632747374,0.00568883749666179,0.328402496200239
"genus","d__Bacteria;__;__;__;__;__","Environment",25839.0889276236,0.00619654450574607,0.0748072135687009
"genus","d__Bacteria;__;__;__;__;__","Maize Genotype",8092.97679867681,0.98515580856898,0.0234301234645287
"genus","d__Bacteria;__;__;__;__;__","GXE",84561.7476867517,0.722252336848894,0.244816244747032
"genus","d__Bacteria;p__Acidobacteriota;c__Vicinamibacteria;o__Vicinamibacterales;f__Vicinamibacteraceae;g__Vicinamibacteraceae","Environment",57281.899309331,2.8088612888827e-10,0.187521417328943
"genus","d__Bacteria;p__Acidobacteriota;c__Vicinamibacteria;o__Vicinamibacterales;f__Vicinamibacteraceae;g__Vicinamibacteraceae","Maize Genotype",16102.2881240613,0.341868748437252,0.0527134038443294
"genus","d__Bacteria;p__Acidobacteriota;c__Vicinamibacteria;o__Vicinamibacterales;f__Vicinamibacteraceae;g__Vicinamibacteraceae","GXE",61059.2021653011,0.796831314796742,0.199887019618195
"genus","d__Bacteria;p__Acidobacteriota;c__Vicinamibacteria;o__Vicinamibacterales;f__uncultured;g__uncultured","Environment",394740.633702985,8.94113078736868e-24,0.316377326895328
"genus","d__Bacteria;p__Acidobacteriota;c__Vicinamibacteria;o__Vicinamibacterales;f__uncultured;g__uncultured","Maize Genotype",44142.1853028678,0.404251438328828,0.0353791461964052
"genus","d__Bacteria;p__Acidobacteriota;c__Vicinamibacteria;o__Vicinamibacterales;f__uncultured;g__uncultured","GXE",313554.378701149,0.00616411015687957,0.251308043054005
"genus","d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Corynebacteriales;f__Mycobacteriaceae;g__Mycobacterium","Environment",28990.9841394451,0.0372847598738094,0.0598867522072385
"genus","d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Corynebacteriales;f__Mycobacteriaceae;g__Mycobacterium","Maize Genotype",23689.3795575513,0.647171496125957,0.0489352136747935
"genus","d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Corynebacteriales;f__Mycobacteriaceae;g__Mycobacterium","GXE",102274.894677662,0.945145669854685,0.211269519003636
"genus","d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Kineosporiales;f__Kineosporiaceae;g__Quadrisphaera","Environment",51297.2192719811,1.29490943177758e-07,0.151702815275879
"genus","d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Kineosporiales;f__Kineosporiaceae;g__Quadrisphaera","Maize Genotype",12074.2252574438,0.810462243178495,0.0357074708887747
"genus","d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Kineosporiales;f__Kineosporiaceae;g__Quadrisphaera","GXE",73333.9006473846,0.764531935268043,0.216872558420459
"genus","d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Propionibacteriales;f__Nocardioidaceae;g__Nocardioides","Environment",8715.43830787788,0.107897356172986,0.0462677378292861
"genus","d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Propionibacteriales;f__Nocardioidaceae;g__Nocardioides","Maize Genotype",12018.1711858747,0.293276533717846,0.0638009901478984
"genus","d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Propionibacteriales;f__Nocardioidaceae;g__Nocardioides","GXE",45568.4297512603,0.718965393364295,0.241909596114956
"genus","d__Bacteria;p__Actinobacteriota;c__Thermoleophilia;o__Solirubrobacterales;f__Solirubrobacteraceae;g__uncultured","Environment",32612.81132607,5.19081859799737e-16,0.292248147654948
"genus","d__Bacteria;p__Actinobacteriota;c__Thermoleophilia;o__Solirubrobacterales;f__Solirubrobacteraceae;g__uncultured","Maize Genotype",2628.38678680959,0.964116000004062,0.0235533564428346
"genus","d__Bacteria;p__Actinobacteriota;c__Thermoleophilia;o__Solirubrobacterales;f__Solirubrobacteraceae;g__uncultured","GXE",13391.1620046081,0.999847287021605,0.12000015121866
"genus","d__Bacteria;p__Armatimonadota;c__Armatimonadia;o__Armatimonadales;f__Armatimonadales;g__Armatimonadales","Environment",20671.8558215181,6.68803331712784e-07,0.145504243623446
"genus","d__Bacteria;p__Armatimonadota;c__Armatimonadia;o__Armatimonadales;f__Armatimonadales;g__Armatimonadales","Maize Genotype",4520.21394711964,0.903123676315454,0.0318167036898139
"genus","d__Bacteria;p__Armatimonadota;c__Armatimonadia;o__Armatimonadales;f__Armatimonadales;g__Armatimonadales","GXE",28334.714189719,0.924778956780939,0.199441268943546
"genus","d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Chitinophagaceae;g__Edaphobaculum","Environment",25184.5577856467,7.63298239315921e-07,0.137100372929117
"genus","d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Chitinophagaceae;g__Edaphobaculum","Maize Genotype",13857.7524812402,0.085602514694356,0.0754392056159204
"genus","d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Chitinophagaceae;g__Edaphobaculum","GXE",35986.5157713876,0.894126085779902,0.195904362294924
"genus","d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Cytophagales;f__Cytophagaceae;g__Siphonobacter","Environment",116237.752427439,6.39223701318451e-23,0.281982304255548
"genus","d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Cytophagales;f__Cytophagaceae;g__Siphonobacter","Maize Genotype",18826.9925006697,0.101927865339417,0.045672585856775
"genus","d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Cytophagales;f__Cytophagaceae;g__Siphonobacter","GXE",125069.81652083,2.14398268730678e-05,0.303408095208808
"genus","d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Cytophagales;f__Hymenobacteraceae;g__Hymenobacter","Environment",72859.57796405,3.88648500644022e-06,0.132363831480297
"genus","d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Cytophagales;f__Hymenobacteraceae;g__Hymenobacter","Maize Genotype",26775.3808519957,0.566880316061334,0.0486427741959063
"genus","d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Cytophagales;f__Hymenobacteraceae;g__Hymenobacter","GXE",105192.862959813,0.95663030975354,0.191103637638593
"genus","d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Cytophagales;f__Spirosomaceae;g__Spirosoma","Environment",41292.9843073768,8.9862472772077e-07,0.140295702684719
"genus","d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Cytophagales;f__Spirosomaceae;g__Spirosoma","Maize Genotype",25676.5416181687,0.0402262616250434,0.0872377840753656
"genus","d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Cytophagales;f__Spirosomaceae;g__Spirosoma","GXE",47557.9809193019,0.993249395426107,0.161581451746706
"genus","d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Flavobacterium","Environment",9416.89177226989,0.0462835907662728,0.056720498370326
