"level","taxon","term","SS","pval","herit","taxonomy"
"Phylum","d89f6cfb141fb171a96d71b914757ad9","Maize Genotype",16814.424737974,0.910431524480761,0.0245527516624218,"d__Bacteria; p__Deinococcota;NA;NA;NA;NA;NA;NA"
"Phylum","d89f6cfb141fb171a96d71b914757ad9","GXE",78844.3900724674,0.993752624827024,0.115130119501053,"d__Bacteria; p__Deinococcota;NA;NA;NA;NA;NA;NA"
"Phylum","cb67a4fe82a4e376010ebbde029c0cb8","Environment",6258636.91029045,9.82623754447861e-26,0.362685606812021,"d__Bacteria; p__Proteobacteria;NA;NA;NA;NA;NA;NA"
"Phylum","cb67a4fe82a4e376010ebbde029c0cb8","Maize Genotype",772588.784699351,0.172940878335067,0.0447712235445596,"d__Bacteria; p__Proteobacteria;NA;NA;NA;NA;NA;NA"
"Phylum","cb67a4fe82a4e376010ebbde029c0cb8","GXE",3270191.58440469,0.0949199417507736,0.189506347177813,"d__Bacteria; p__Proteobacteria;NA;NA;NA;NA;NA;NA"
"Phylum","10c06dd3fbac9571ab7420789032d1b2","Environment",33463.2846893676,3.33502552396937e-07,0.121537999553522,"d__Bacteria; p__Myxococcota;NA;NA;NA;NA;NA;NA"
"Phylum","10c06dd3fbac9571ab7420789032d1b2","Maize Genotype",17090.2224368288,0.0998747299091023,0.0620713557015775,"d__Bacteria; p__Myxococcota;NA;NA;NA;NA;NA;NA"
"Phylum","10c06dd3fbac9571ab7420789032d1b2","GXE",86637.5140874325,0.00162089032830022,0.314665767160098,"d__Bacteria; p__Myxococcota;NA;NA;NA;NA;NA;NA"
"Phylum","4e1e4c6c80512ee5055bf01f2d855ef2","Environment",5253.34224225652,0.0173150291586979,0.0666747851830231,"d__Bacteria; p__Bdellovibrionota;NA;NA;NA;NA;NA;NA"
"Phylum","4e1e4c6c80512ee5055bf01f2d855ef2","Maize Genotype",4430.69858626718,0.494648935423,0.0562338912690362,"d__Bacteria; p__Bdellovibrionota;NA;NA;NA;NA;NA;NA"
"Phylum","4e1e4c6c80512ee5055bf01f2d855ef2","GXE",14591.8472218161,0.955483665553021,0.1851979623776,"d__Bacteria; p__Bdellovibrionota;NA;NA;NA;NA;NA;NA"
"Class","435c8c86221e4553c04b2298666b0a56","Environment",39408.4742933163,5.18957851894644e-10,0.161772619762481,"d__Archaea; p__Crenarchaeota; c__Nitrososphaeria;NA;NA;NA;NA;NA"
"Class","435c8c86221e4553c04b2298666b0a56","Maize Genotype",10227.9130040406,0.438170465326044,0.0419857990200604,"d__Archaea; p__Crenarchaeota; c__Nitrososphaeria;NA;NA;NA;NA;NA"
"Class","435c8c86221e4553c04b2298666b0a56","GXE",74218.4363640694,0.00201593140832917,0.304668249674584,"d__Archaea; p__Crenarchaeota; c__Nitrososphaeria;NA;NA;NA;NA;NA"
"Class","c99f42810e2c0436c0d362b36a17da0e","Environment",2759490.81999652,8.1357037724639e-25,0.33505781543775,"d__Bacteria; p__Bacteroidota; c__Bacteroidia;NA;NA;NA;NA;NA"
"Class","c99f42810e2c0436c0d362b36a17da0e","Maize Genotype",581115.108763683,0.00500944565917164,0.0705590891802554,"d__Bacteria; p__Bacteroidota; c__Bacteroidia;NA;NA;NA;NA;NA"
"Class","c99f42810e2c0436c0d362b36a17da0e","GXE",1692181.46367962,0.0247128089378416,0.205464943183055,"d__Bacteria; p__Bacteroidota; c__Bacteroidia;NA;NA;NA;NA;NA"
"Class","7f81e29dba5ae36113a4968e9628cd99","Environment",62147.9119034411,1.02532904844348e-07,0.155378691183538,"d__Bacteria; p__Chloroflexi; c__Chloroflexia;NA;NA;NA;NA;NA"
"Class","7f81e29dba5ae36113a4968e9628cd99","Maize Genotype",20255.8476567801,0.456373465411317,0.0506425236396295,"d__Bacteria; p__Chloroflexi; c__Chloroflexia;NA;NA;NA;NA;NA"
"Class","7f81e29dba5ae36113a4968e9628cd99","GXE",76592.8861139573,0.791209513615364,0.191493197983013,"d__Bacteria; p__Chloroflexi; c__Chloroflexia;NA;NA;NA;NA;NA"
"Class","4bc4cff97301f281c2b1b927b8b70006","Environment",869803.887720639,7.43903242094191e-29,0.372962534961975,"d__Bacteria; p__Chloroflexi; c__Anaerolineae;NA;NA;NA;NA;NA"
"Class","4bc4cff97301f281c2b1b927b8b70006","Maize Genotype",163728.145001617,0.0022978825972533,0.0702048644142614,"d__Bacteria; p__Chloroflexi; c__Anaerolineae;NA;NA;NA;NA;NA"
"Class","4bc4cff97301f281c2b1b927b8b70006","GXE",458936.108873042,0.0154890517348853,0.196786858471538,"d__Bacteria; p__Chloroflexi; c__Anaerolineae;NA;NA;NA;NA;NA"
"Class","7a11ad49b2fa58c14045d6370673dca7","Environment",22568.3668884583,4.30850989157298e-06,0.138659314467359,"d__Bacteria; p__Armatimonadota; c__Armatimonadia;NA;NA;NA;NA;NA"
"Class","7a11ad49b2fa58c14045d6370673dca7","Maize Genotype",5450.58296616289,0.89654050621748,0.0334882050292315,"d__Bacteria; p__Armatimonadota; c__Armatimonadia;NA;NA;NA;NA;NA"
"Class","7a11ad49b2fa58c14045d6370673dca7","GXE",26470.7332629322,0.984579878688639,0.162635326952416,"d__Bacteria; p__Armatimonadota; c__Armatimonadia;NA;NA;NA;NA;NA"
"Class","1a279f338006edc91c0370edcf81ba8f","Environment",198737.374219305,1.57424477100983e-06,0.116750029149846,"d__Bacteria; p__Firmicutes; c__Bacilli;NA;NA;NA;NA;NA"
"Class","1a279f338006edc91c0370edcf81ba8f","Maize Genotype",80402.788336868,0.382850632316206,0.0472333295080154,"d__Bacteria; p__Firmicutes; c__Bacilli;NA;NA;NA;NA;NA"
"Class","1a279f338006edc91c0370edcf81ba8f","GXE",526773.226433179,0.00507339767227652,0.309457593384353,"d__Bacteria; p__Firmicutes; c__Bacilli;NA;NA;NA;NA;NA"
"Class","9b4263734f4f7681592cc642965cd353","Environment",401299.769914019,3.38064548595492e-07,0.139954511895975,"d__Bacteria; p__Actinobacteriota; c__Actinobacteria;NA;NA;NA;NA;NA"
"Class","9b4263734f4f7681592cc642965cd353","Maize Genotype",183646.13217806,0.175177626825027,0.0640471455941052,"d__Bacteria; p__Actinobacteriota; c__Actinobacteria;NA;NA;NA;NA;NA"
"Class","9b4263734f4f7681592cc642965cd353","GXE",624562.550003904,0.462118744562709,0.217818083606252,"d__Bacteria; p__Actinobacteriota; c__Actinobacteria;NA;NA;NA;NA;NA"
"Class","af9694f066bd591c47938f3ce72d2fa8","Environment",62655.4366235995,1.27124695232688e-07,0.151387627340086,"d__Bacteria; p__Actinobacteriota; c__Thermoleophilia;NA;NA;NA;NA;NA"
"Class","af9694f066bd591c47938f3ce72d2fa8","Maize Genotype",16223.8741498558,0.712371824453239,0.0392000111429392,"d__Bacteria; p__Actinobacteriota; c__Thermoleophilia;NA;NA;NA;NA;NA"
"Class","af9694f066bd591c47938f3ce72d2fa8","GXE",89323.5940631687,0.53827015787748,0.21582304265068,"d__Bacteria; p__Actinobacteriota; c__Thermoleophilia;NA;NA;NA;NA;NA"
"Class","3da6b505c331a487aa89f1cec4497f43","Environment",8765.06711863452,0.00202505109198135,0.0654158757699266,"d__Bacteria; p__Acidobacteriota; c__Acidobacteriae;NA;NA;NA;NA;NA"
"Class","3da6b505c331a487aa89f1cec4497f43","Maize Genotype",6380.41510513833,0.353733273671566,0.047618624732598,"d__Bacteria; p__Acidobacteriota; c__Acidobacteriae;NA;NA;NA;NA;NA"
"Class","3da6b505c331a487aa89f1cec4497f43","GXE",49562.5912389615,0.000105196659562551,0.369897944583982,"d__Bacteria; p__Acidobacteriota; c__Acidobacteriae;NA;NA;NA;NA;NA"
"Class","da6ee1f85baa2dcb76e6884ad8e97839","Environment",15791.6986185123,1.01962475270613e-08,0.154859710305575,"d__Bacteria; p__Actinobacteriota; c__Acidimicrobiia;NA;NA;NA;NA;NA"
"Class","da6ee1f85baa2dcb76e6884ad8e97839","Maize Genotype",6756.66873616516,0.10065391422819,0.0662585949991901,"d__Bacteria; p__Actinobacteriota; c__Acidimicrobiia;NA;NA;NA;NA;NA"
"Class","da6ee1f85baa2dcb76e6884ad8e97839","GXE",24735.8154040238,0.136686645555136,0.242569295436579,"d__Bacteria; p__Actinobacteriota; c__Acidimicrobiia;NA;NA;NA;NA;NA"
"Class","4536723d6aabc9847619ea88d7639aa8","Environment",1007685.55881552,2.86239505783967e-32,0.435325361419615,"d__Bacteria; p__Acidobacteriota; c__Vicinamibacteria;NA;NA;NA;NA;NA"
"Class","4536723d6aabc9847619ea88d7639aa8","Maize Genotype",80542.580311331,0.314345936094554,0.0347948103224901,"d__Bacteria; p__Acidobacteriota; c__Vicinamibacteria;NA;NA;NA;NA;NA"
"Class","4536723d6aabc9847619ea88d7639aa8","GXE",383386.825771524,0.13035257174166,0.165625087143937,"d__Bacteria; p__Acidobacteriota; c__Vicinamibacteria;NA;NA;NA;NA;NA"
